unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
165	136	0	0	0	0	30366.1	79
155	153	0	0	0	0	27629.0	80
148	139	0	0	0	0	35423.5	81
137	168	0	0	0	0	35524.1	82
134	149	0	0	0	0	32844.7	83
135	156	0	0	0	0	33002.9	84
148	129	0	0	0	0	38131.9	85
136	161	0	0	0	0	38818.9	86
164	141	0	0	0	0	34166.0	87
128	146	0	0	0	0	34662.3	88
161	160	0	0	0	0	35820.8	89
156	145	0	0	0	0	38596.7	90
160	127	0	0	0	0	39031.4	91
169	138	0	0	0	0	24871.3	92
150	159	0	0	0	0	34160.9	93
151	173	0	0	0	0	33334.6	94
148	144	0	0	0	0	29913.7	95
162	152	0	0	0	0	22053.8	96
162	148	0	0	0	0	34191.8	97
142	158	0	0	0	0	30778.8	98
150	156	0	0	0	0	23393.1	99
150	146	0	0	0	0	23636.6	100
144	135	0	0	0	0	26670.8	101
163	156	0	0	0	0	26025.3	102
124	135	0	0	0	0	37243.9	103
162	138	0	0	0	0	29009.4	104
167	139	0	0	0	0	23244.1	105
147	162	0	0	0	0	39555.5	106
175	155	0	0	0	0	27371.2	107
129	143	0	0	0	0	30293.1	108
181	153	0	0	0	0	37281.2	109
121	149	0	0	0	0	23099.6	110
164	152	0	0	0	0	25399.2	111
155	145	0	0	0	0	20329.0	112
146	171	0	0	0	0	26310.5	113
146	158	0	0	0	0	38130.5	114
147	135	0	0	0	0	22058.0	115
160	140	0	0	0	0	26682.7	116
161	145	0	0	0	0	35067.2	117
145	155	0	0	0	0	33466.3	118
160	189	0	0	0	0	23333.4	119
130	151	0	0	0	0	33808.7	120
170	179	0	0	0	0	35452.1	121
152	133	0	0	0	0	36141.8	122
152	140	0	0	0	0	28300.1	123
143	145	0	0	0	0	23246.3	124
160	143	0	0	0	0	28053.8	125
161	151	0	0	0	0	37762.3	126
157	157	0	0	0	0	38762.6	127
153	176	0	0	0	0	20126.5	128
141	160	0	0	0	0	34484.0	129
140	184	0	0	0	0	34988.7	130
135	159	0	0	0	0	32501.8	131
167	149	0	0	0	0	35730.5	132
174	138	0	0	0	0	32657.1	133
135	137	0	0	0	0	38317.6	134
158	149	0	0	0	0	29352.0	135
154	121	0	0	0	0	27464.7	136
155	141	0	0	0	0	20714.9	137
180	159	0	0	0	0	30473.3	138
174	160	0	0	0	0	29650.1	139
142	154	0	0	0	0	38868.9	140
156	148	0	0	0	0	33607.8	141
153	154	0	0	0	0	21063.2	142
172	184	0	0	0	0	20645.2	143
166	158	0	0	0	0	20340.9	144
156	173	0	0	0	0	34147.9	145
143	143	0	0	0	0	21970.8	146
148	162	0	0	0	0	29431.8	147
149	163	0	0	0	0	29721.4	148
169	147	0	0	0	0	32668.3	149
153	159	0	0	0	0	27039.1	150
130	150	0	0	0	0	28144.5	151
133	164	0	0	0	0	24461.0	152
151	144	0	0	0	0	27314.9	153
168	158	0	0	0	0	30603.7	154
149	149	0	0	0	0	36179.4	155
138	156	0	0	0	0	20386.2	156
148	137	0	0	0	0	33844.5	157
138	155	0	0	0	0	29711.7	158
145	157	0	0	0	0	32619.3	159
144	156	0	0	0	0	28783.7	160
174	143	0	0	0	0	34271.7	161
173	158	0	0	0	0	21149.1	162
145	155	0	0	0	0	20878.6	163
138	177	0	0	0	0	26004.8	164
145	139	0	0	0	0	26063.3	165
142	155	0	0	0	0	38726.0	166
152	178	0	0	0	0	21818.2	167
153	126	0	0	0	0	39448.2	168
159	149	0	0	0	0	29540.0	169
153	158	0	0	0	0	36820.2	170
141	134	0	0	0	0	30319.9	171
191	174	0	0	0	0	21783.9	172
170	138	0	0	0	0	36298.9	173
155	165	0	0	0	0	35477.3	174
153	140	0	0	0	0	28272.3	175
164	156	0	0	0	0	29927.8	176
146	160	0	0	0	0	21710.5	177
132	164	0	0	0	0	34658.4	178
166	151	0	0	0	0	31472.7	179
157	155	0	0	0	0	34768.9	180
131	158	0	0	0	0	37920.4	181
158	150	0	0	0	0	20930.9	182
149	162	0	0	0	0	33987.4	183
154	187	0	0	0	0	29897.0	184
149	170	0	0	0	0	32637.0	185
148	153	0	0	0	0	21173.4	186
160	142	0	0	0	0	26910.4	187
153	135	0	0	0	0	20131.8	188
156	164	0	0	0	0	23059.2	189
171	175	0	0	0	0	29970.7	190
157	162	0	0	0	0	20347.3	191
174	163	0	0	0	0	28804.8	192
155	152	0	0	0	0	37364.0	193
159	133	0	0	0	0	33407.5	194
186	159	0	0	0	0	25453.5	195
178	148	0	0	0	0	20671.5	196
150	170	0	0	0	0	27599.7	197
189	147	0	0	0	0	36864.7	198
149	173	0	0	0	0	28746.7	199
173	149	0	0	0	0	29377.9	200
174	145	0	0	0	0	35634.3	201
164	151	0	0	0	0	22533.1	202
169	169	0	0	0	0	27858.8	203
155	190	0	0	0	0	29665.6	204
170	162	0	0	0	0	33574.1	205
166	158	0	0	0	0	32967.9	206
174	150	0	0	0	0	25574.6	207
131	181	0	0	0	0	38002.8	208
170	157	0	0	0	0	20088.5	209
157	162	0	0	0	0	37583.6	210
179	167	0	0	0	0	37119.3	211
151	137	0	0	0	0	35832.1	212
173	156	0	0	0	0	37579.4	213
157	174	0	0	0	0	20314.1	214
154	165	0	0	0	0	39713.6	215
154	169	0	0	0	0	21781.0	216
166	156	0	0	0	0	31118.4	217
169	141	0	0	0	0	36731.3	218
164	165	0	0	0	0	32714.7	219
144	161	0	0	0	0	25241.7	220
184	153	0	0	0	0	35886.5	221
147	191	0	0	0	0	21284.1	222
149	151	0	0	0	0	35287.3	223
187	160	0	0	0	0	38562.1	224
171	167	0	0	0	0	39495.0	225
161	155	0	0	0	0	34698.5	226
166	149	0	0	0	0	25206.3	227
170	154	0	0	0	0	29066.6	228
180	160	0	0	0	0	34082.4	229
162	163	0	0	0	0	24284.7	230
157	158	0	0	0	0	28673.9	231
144	164	0	0	0	0	25045.4	232
172	169	0	0	0	0	22364.6	233
170	156	0	0	0	0	24325.2	234
177	163	0	0	0	0	28424.2	235
170	168	0	0	0	0	39858.2	236
167	157	0	0	0	0	20347.5	237
162	177	0	0	0	0	34099.9	238
167	161	0	0	0	0	28739.8	239
149	157	0	0	0	0	36878.1	240
164	170	0	0	0	0	33338.3	241
148	166	0	0	0	0	20213.4	242
168	164	0	0	0	0	37766.2	243
160	170	0	0	0	0	27206.7	244
175	157	0	0	0	0	37154.2	245
174	166	0	0	0	0	30683.0	246
169	169	0	0	0	0	30095.1	247
176	143	0	0	0	0	30365.0	248
161	164	0	0	0	0	31422.7	249
166	155	0	0	0	0	26620.6	250
153	151	0	0	0	0	27476.9	251
166	168	0	0	0	0	21001.5	252
163	164	0	0	0	0	31381.3	253
138	146	0	0	0	0	27442.4	254
153	177	0	0	0	0	38528.2	255
181	156	0	0	0	0	33822.2	256
168	171	0	0	0	0	21694.3	257
161	167	0	0	0	0	20282.0	258
173	161	0	0	0	0	22052.0	259
157	153	0	0	0	0	25560.2	260
177	161	0	0	0	0	28979.0	261
180	189	0	0	0	0	30533.0	262
173	172	0	0	0	0	23233.8	263
143	152	0	0	0	0	22286.5	264
160	158	0	0	0	0	39755.8	265
142	173	0	0	0	0	23261.5	266
166	178	0	0	0	0	31584.8	267
158	159	0	0	0	0	33547.4	268
156	165	0	0	0	0	31536.5	269
172	151	0	0	0	0	30671.1	270
181	150	0	0	0	0	39394.2	271
163	178	0	0	0	0	26621.1	272
149	175	0	0	0	0	38808.6	273
153	157	0	0	0	0	30562.4	274
168	153	0	0	0	0	33586.0	275
153	178	0	0	0	0	39528.6	276
163	164	0	0	0	0	33567.4	277
161	171	0	0	0	0	34458.3	278
154	187	0	0	0	0	20887.4	279
174	156	0	0	0	0	34873.5	280
180	149	0	0	0	0	21699.7	281
167	168	0	0	0	0	25338.6	282
163	158	0	0	0	0	32949.8	283
172	167	0	0	0	0	20658.9	284
165	180	0	0	0	0	26889.7	285
150	176	0	0	0	0	32117.1	286
157	179	0	0	0	0	31292.3	287
170	177	0	0	0	0	26542.3	288
170	162	0	0	0	0	37568.8	289
163	169	0	0	0	0	22651.2	290
168	157	0	0	0	0	28416.2	291
155	159	0	0	0	0	20687.4	292
176	145	0	0	0	0	26155.3	293
167	163	0	0	0	0	31958.5	294
148	172	0	0	0	0	22095.7	295
159	171	0	0	0	0	21163.2	296
168	164	0	0	0	0	28115.7	297
143	151	0	0	0	0	30882.5	298
160	186	0	0	0	0	22149.3	299
196	176	0	0	0	0	35492.7	300
173	173	0	0	0	0	22454.9	301
175	171	0	0	0	0	35124.9	302
143	144	0	0	0	0	39964.1	303
180	169	0	0	0	0	22944.9	304
162	172	0	0	0	0	32959.5	305
191	167	0	0	0	0	25973.0	306
190	167	0	0	0	0	21583.9	307
160	168	0	0	0	0	36969.3	308
180	166	0	0	0	0	35926.9	309
180	151	0	0	0	0	22898.8	310
199	167	0	0	0	0	20050.8	311
176	163	0	0	0	0	25259.3	312
175	176	0	0	0	0	33489.6	313
186	155	0	0	0	0	38535.0	314
164	162	0	0	0	0	35925.7	315
184	174	0	0	0	0	23651.5	316
162	145	0	0	0	0	30555.3	317
170	177	0	0	0	0	35422.2	318
164	179	0	0	0	0	32290.5	319
162	179	0	0	0	0	35154.7	320
157	160	0	0	0	0	30105.8	321
175	165	0	0	0	0	27325.3	322
175	171	0	0	0	0	36573.2	323
148	182	0	0	0	0	38485.6	324
171	162	0	0	0	0	31201.1	325
164	175	0	0	0	0	37350.8	326
169	199	0	0	0	0	32919.0	327
162	186	0	0	0	0	25001.9	328
169	170	0	0	0	0	29401.4	329
173	168	0	0	0	0	36824.7	330
150	150	0	0	0	0	31286.4	331
187	173	0	0	0	0	21993.7	332
164	163	0	0	0	0	25285.7	333
171	158	0	0	0	0	28160.1	334
150	172	0	0	0	0	22152.7	335
166	170	0	0	0	0	28382.8	336
184	174	0	0	0	0	28803.2	337
178	158	0	0	0	0	26718.9	338
153	164	0	0	0	0	26216.1	339
167	171	0	0	0	0	35151.8	340
168	182	0	0	0	0	25791.7	341
157	170	0	0	0	0	37594.6	342
183	156	0	0	0	0	32622.7	343
152	163	0	0	0	0	32282.2	344
179	182	0	0	0	0	34380.3	345
170	173	0	0	0	0	32103.9	346
169	175	0	0	0	0	37316.8	347
163	169	0	0	0	0	39254.3	348
151	164	0	0	0	0	35751.4	349
175	167	0	0	0	0	36856.7	350
172	169	0	0	0	0	24104.1	351
207	187	0	0	0	0	38894.9	352
209	173	0	0	0	0	33280.6	353
196	170	0	0	0	0	37695.9	354
154	165	0	0	0	0	22196.9	355
190	160	0	0	0	0	23075.6	356
167	160	0	0	0	0	38195.7	357
166	177	0	0	0	0	34472.4	358
182	151	0	0	0	0	23714.7	359
172	167	0	0	0	0	32643.6	360
185	187	0	0	0	0	23627.0	361
201	172	0	0	0	0	38131.8	362
171	167	0	0	0	0	33835.7	363
146	157	0	0	0	0	32600.8	364
186	170	0	0	0	0	32418.1	365
158	182	0	0	0	0	35507.2	366
164	157	0	0	0	0	31081.2	367
164	174	0	0	0	0	36277.5	368
163	187	0	0	0	0	31376.7	369
187	160	0	0	0	0	34778.8	370
198	177	0	0	0	0	34734.0	371
175	145	0	0	0	0	34823.7	372
181	174	0	0	0	0	36049.5	373
164	167	0	0	0	0	34146.6	374
177	151	0	0	0	0	32731.4	375
149	183	0	0	0	0	28852.7	376
177	181	0	0	0	0	23568.0	377
186	170	0	0	0	0	37773.5	378
204	171	0	0	0	0	27141.4	379
187	181	0	0	0	0	22700.9	380
179	183	0	0	0	0	25282.4	381
173	171	0	0	0	0	35850.6	382
135	194	0	0	0	0	20670.2	383
185	197	0	0	0	0	30083.9	384
175	201	0	0	0	0	23437.5	385
188	148	0	0	0	0	37271.0	386
161	202	0	0	0	0	23411.4	387
178	177	0	0	0	0	26051.9	388
177	194	0	0	0	0	28884.3	389
190	161	0	0	0	0	33991.0	390
177	194	0	0	0	0	34830.9	391
184	169	0	0	0	0	34099.4	392
187	179	0	0	0	0	38383.3	393
184	179	0	0	0	0	33596.0	394
177	185	0	0	0	0	36257.1	395
191	199	0	0	0	0	27208.1	396
160	195	0	0	0	0	28472.6	397
199	183	0	0	0	0	35999.5	398
152	167	0	0	0	0	38876.1	399
191	189	0	0	0	0	35852.3	400
189	160	0	0	0	0	35180.2	401
174	196	0	0	0	0	24968.4	402
163	144	0	0	0	0	32137.2	403
176	182	0	0	0	0	20173.1	404
161	170	0	0	0	0	32776.2	405
163	162	0	0	0	0	38344.6	406
203	155	0	0	0	0	30209.8	407
167	141	0	0	0	0	25985.2	408
174	161	0	0	0	0	32266.9	409
199	167	0	0	0	0	24028.2	410
175	164	0	0	0	0	22175.7	411
184	180	0	0	0	0	36858.0	412
188	153	0	0	0	0	25562.7	413
156	171	0	0	0	0	36397.9	414
155	166	0	0	0	0	32411.6	415
165	190	0	0	0	0	37124.9	416
169	176	0	0	0	0	36397.6	417
184	192	0	0	0	0	23231.3	418
187	190	0	0	0	0	24989.1	419
185	181	0	0	0	0	35713.1	420
187	173	0	0	0	0	24060.0	421
157	163	0	0	0	0	30864.7	422
197	192	0	0	0	0	26782.8	423
168	179	0	0	0	0	26482.8	424
187	188	0	0	0	0	38944.0	425
191	176	0	0	0	0	25544.9	426
168	168	0	0	0	0	23597.9	427
208	153	0	0	0	0	30113.8	428
173	151	0	0	0	0	35157.7	429
176	173	0	0	0	0	38137.1	430
200	192	0	0	0	0	39213.6	431
183	183	0	0	0	0	31942.2	432
179	193	0	0	0	0	26804.5	433
184	171	0	0	0	0	26275.4	434
172	177	0	0	0	0	34228.5	435
187	181	0	0	0	0	30247.8	436
183	196	0	0	0	0	35558.2	437
178	184	0	0	0	0	23886.4	438
192	175	0	0	0	0	37280.8	439
186	182	0	0	0	0	39995.7	440
175	181	0	0	0	0	32411.1	441
173	162	0	0	0	0	21697.7	442
185	184	0	0	0	0	33459.4	443
190	186	0	0	0	0	31334.3	444
187	189	0	0	0	0	28552.7	445
192	200	0	0	0	0	35400.2	446
176	178	0	0	0	0	22163.6	447
191	163	0	0	0	0	31854.2	448
185	173	0	0	0	0	29163.3	449
179	171	0	0	0	0	21092.2	450
188	186	0	0	0	0	23101.6	451
190	197	0	0	0	0	23639.9	452
184	179	0	0	0	0	22243.5	453
162	170	0	0	0	0	36309.1	454
198	181	0	0	0	0	38690.0	455
189	162	0	0	0	0	31904.3	456
201	152	0	0	0	0	20131.7	457
166	161	0	0	0	0	27699.7	458
170	182	0	0	0	0	20972.4	459
182	191	0	0	0	0	38862.5	460
185	170	0	0	0	0	25453.0	461
206	182	0	0	0	0	29739.6	462
202	177	0	0	0	0	25582.3	463
200	191	0	0	0	0	31876.1	464
188	194	0	0	0	0	30172.2	465
186	187	0	0	0	0	24980.4	466
175	203	0	0	0	0	32742.0	467
182	197	0	0	0	0	38489.9	468
162	179	0	0	0	0	38085.0	469
184	180	0	0	0	0	35052.1	470
157	172	0	0	0	0	25551.2	471
175	196	0	0	0	0	36876.1	472
183	176	0	0	0	0	21490.2	473
192	173	0	0	0	0	24868.7	474
215	190	0	0	0	0	21449.1	475
184	200	0	0	0	0	34611.0	476
181	160	0	0	0	0	36589.1	477
166	179	0	0	0	0	31824.5	478
193	185	0	0	0	0	35201.1	479
193	190	0	0	0	0	27221.8	480
187	181	0	0	0	0	24448.5	481
158	202	0	0	0	0	36861.9	482
150	186	0	0	0	0	32768.4	483
179	184	0	0	0	0	24536.8	484
161	177	0	0	0	0	23990.0	485
191	174	0	0	0	0	28323.4	486
186	180	0	0	0	0	25666.7	487
170	182	0	0	0	0	38236.3	488
175	197	0	0	0	0	27791.8	489
182	205	0	0	0	0	25933.8	490
199	184	0	0	0	0	30451.4	491
186	180	0	0	0	0	39703.6	492
183	190	0	0	0	0	27393.3	493
176	181	0	0	0	0	28665.4	494
196	185	0	0	0	0	27850.5	495
178	195	0	0	0	0	32742.5	496
189	193	0	0	0	0	29984.6	497
201	208	0	0	0	0	26213.4	498
159	178	0	0	0	0	36420.4	499
164	164	0	0	0	0	23416.6	500
191	187	0	0	0	0	21466.6	501
172	198	0	0	0	0	34246.9	502
158	189	0	0	0	0	22708.2	503
157	215	0	0	0	0	22105.6	504
215	191	0	0	0	0	29512.1	505
167	168	0	0	0	0	23762.4	506
171	175	0	0	0	0	24764.2	507
194	189	0	0	0	0	37084.8	508
209	187	0	0	0	0	30315.5	509
171	199	0	0	0	0	35013.9	510
196	185	0	0	0	0	35138.5	511
191	175	0	0	0	0	21737.6	512
180	186	0	0	0	0	37884.5	513
193	171	0	0	0	0	27829.9	514
181	171	0	0	0	0	26492.0	515
210	198	0	0	0	0	21058.4	516
178	202	0	0	0	0	37473.0	517
191	183	0	0	0	0	37232.3	518
182	190	0	0	0	0	27468.8	519
189	169	0	0	0	0	26555.8	520
195	186	0	0	0	0	31587.7	521
177	179	0	0	0	0	21494.9	522
189	178	0	0	0	0	34242.1	523
186	198	0	0	0	0	35242.9	524
186	191	0	0	0	0	31341.3	525
173	190	0	0	0	0	23964.6	526
188	179	0	0	0	0	36681.0	527
222	170	0	0	0	0	28390.0	528
168	215	0	0	0	0	27145.7	529
203	196	0	0	0	0	32441.7	530
167	206	0	0	0	0	24448.3	531
186	200	0	0	0	0	27901.2	532
178	212	0	0	0	0	22930.3	533
191	185	0	0	0	0	24211.5	534
196	191	0	0	0	0	32694.3	535
206	186	0	0	0	0	29691.9	536
181	169	0	0	0	0	27338.3	537
201	189	0	0	0	0	23575.6	538
178	159	0	0	0	0	33632.6	539
191	171	0	0	0	0	31899.7	540
165	185	0	0	0	0	37788.0	541
167	181	0	0	0	0	29562.7	542
202	181	0	0	0	0	22203.7	543
195	195	0	0	0	0	27029.4	544
161	173	0	0	0	0	20741.4	545
185	190	0	0	0	0	34981.1	546
177	190	0	0	0	0	38401.6	547
200	201	0	0	0	0	27333.7	548
208	193	0	0	0	0	28301.8	549
178	188	0	0	0	0	26810.8	550
196	204	0	0	0	0	23850.2	551
170	214	0	0	0	0	31677.3	552
193	214	0	0	0	0	33953.3	553
212	204	0	0	0	0	23550.7	554
222	187	0	0	0	0	30164.8	555
198	192	0	0	0	0	32301.6	556
169	197	0	0	0	0	23839.6	557
180	182	0	0	0	0	27567.8	558
191	173	0	0	0	0	27561.5	559
182	187	0	0	0	0	29050.3	560
188	219	0	0	0	0	34457.7	561
187	184	0	0	0	0	28946.5	562
176	186	0	0	0	0	24883.0	563
202	160	0	0	0	0	36662.0	564
207	183	0	0	0	0	39265.5	565
190	189	0	0	0	0	35936.3	566
169	186	0	0	0	0	27561.7	567
204	186	0	0	0	0	21318.5	568
170	203	0	0	0	0	20574.4	569
193	195	0	0	0	0	30528.3	570
171	216	0	0	0	0	28568.0	571
170	203	0	0	0	0	29511.8	572
180	227	0	0	0	0	31434.9	573
191	189	0	0	0	0	28085.7	574
187	188	0	0	0	0	28179.1	575
208	194	0	0	0	0	27421.8	576
153	196	0	0	0	0	20475.0	577
197	171	0	0	0	0	24420.6	578
176	199	0	0	0	0	27458.7	579
193	206	0	0	0	0	29054.1	580
202	195	0	0	0	0	39055.6	581
197	216	0	0	0	0	25010.3	582
222	198	0	0	0	0	21762.7	583
209	205	0	0	0	0	23990.2	584
186	190	0	0	0	0	20031.8	585
209	193	0	0	0	0	20194.7	586
182	189	0	0	0	0	32125.4	587
211	206	0	0	0	0	36360.5	588
179	186	0	0	0	0	37100.4	589
161	220	0	0	0	0	31995.4	590
201	182	0	0	0	0	22116.5	591
224	202	0	0	0	0	31139.6	592
187	184	0	0	0	0	21631.2	593
200	164	0	0	0	0	25158.6	594
189	193	0	0	0	0	35123.8	595
204	197	0	0	0	0	20013.6	596
199	217	0	0	0	0	37764.3	597
186	186	0	0	0	0	25427.0	598
188	196	0	0	0	0	27258.2	599
184	196	0	0	0	0	24616.4	600
202	204	0	0	0	0	28009.5	601
205	186	0	0	0	0	30826.6	602
191	188	0	0	0	0	33326.3	603
190	199	0	0	0	0	25821.6	604
195	224	0	0	0	0	36555.8	605
187	210	0	0	0	0	24371.3	606
198	170	0	0	0	0	28765.5	607
211	186	0	0	0	0	34533.1	608
190	186	0	0	0	0	37449.1	609
209	218	0	0	0	0	24888.3	610
193	193	0	0	0	0	28577.8	611
218	182	0	0	0	0	22700.7	612
200	193	0	0	0	0	32277.9	613
179	195	0	0	0	0	31614.0	614
163	185	0	0	0	0	34956.7	615
204	210	0	0	0	0	22750.5	616
168	218	0	0	0	0	37073.1	617
204	211	0	0	0	0	33684.6	618
180	190	0	0	0	0	36024.6	619
212	183	0	0	0	0	23556.8	620
206	187	0	0	0	0	37467.2	621
190	196	0	0	0	0	26499.6	622
194	205	0	0	0	0	39877.3	623
178	200	0	0	0	0	20360.3	624
201	204	0	0	0	0	32925.3	625
183	213	0	0	0	0	37835.5	626
201	196	0	0	0	0	27643.8	627
219	205	0	0	0	0	29809.9	628
217	210	0	0	0	0	26559.0	629
178	194	0	0	0	0	25968.7	630
208	206	0	0	0	0	28583.4	631
219	179	0	0	0	0	35018.5	632
203	208	0	0	0	0	31356.1	633
197	188	0	0	0	0	20969.4	634
191	187	0	0	0	0	25485.4	635
200	190	0	0	0	0	28157.0	636
196	184	0	0	0	0	26686.7	637
190	216	0	0	0	0	24315.9	638
202	194	0	0	0	0	21628.3	639
187	189	0	0	0	0	29039.9	640
196	196	0	0	0	0	35622.7	641
195	205	0	0	0	0	26581.3	642
205	225	0	0	0	0	34615.7	643
224	216	0	0	0	0	20656.7	644
214	181	0	0	0	0	34182.4	645
198	190	0	0	0	0	31198.6	646
205	206	0	0	0	0	31337.6	647
209	204	0	0	0	0	23750.8	648
208	188	0	0	0	0	27655.6	649
195	217	0	0	0	0	20916.4	650
198	188	0	0	0	0	28336.8	651
211	193	0	0	0	0	33065.5	652
193	217	0	0	0	0	33890.4	653
217	221	0	0	0	0	28605.5	654
205	186	0	0	0	0	21574.6	655
207	206	0	0	0	0	20253.7	656
214	211	0	0	0	0	33181.0	657
196	210	0	0	0	0	23176.5	658
195	196	0	0	0	0	22457.4	659
212	179	0	0	0	0	32562.5	660
190	213	0	0	0	0	36220.6	661
180	187	0	0	0	0	33746.2	662
199	175	0	0	0	0	35262.8	663
193	191	0	0	0	0	21582.9	664
200	218	0	0	0	0	20101.8	665
194	208	0	0	0	0	34193.1	666
212	192	0	0	0	0	31963.7	667
186	195	0	0	0	0	38701.4	668
182	198	0	0	0	0	28369.1	669
176	177	0	0	0	0	30262.5	670
168	223	0	0	0	0	32294.0	671
215	203	0	0	0	0	26041.0	672
198	188	0	0	0	0	28050.4	673
227	203	0	0	0	0	23504.2	674
207	208	0	0	0	0	36712.9	675
207	191	0	0	0	0	20060.0	676
217	217	0	0	0	0	39435.8	677
184	240	0	0	0	0	37964.4	678
184	214	0	0	0	0	37056.4	679
240	208	0	0	0	0	30450.2	680
207	194	0	0	0	0	23216.1	681
185	209	0	0	0	0	31741.3	682
192	170	0	0	0	0	22682.4	683
190	175	0	0	0	0	34795.6	684
185	192	0	0	0	0	28007.4	685
181	216	0	0	0	0	25406.3	686
191	206	0	0	0	0	31575.2	687
213	192	0	0	0	0	35976.5	688
176	205	0	0	0	0	30079.0	689
174	214	0	0	0	0	36051.5	690
191	218	0	0	0	0	32947.8	691
194	186	0	0	0	0	29267.0	692
222	198	0	0	0	0	26615.2	693
202	209	0	0	0	0	25013.3	694
207	212	0	0	0	0	34845.8	695
193	181	0	0	0	0	30100.4	696
213	210	0	0	0	0	31812.5	697
188	199	0	0	0	0	23631.9	698
171	203	0	0	0	0	23154.0	699
206	195	0	0	0	0	38774.7	700
226	176	0	0	0	0	33119.9	701
236	189	0	0	0	0	28345.9	702
180	186	0	0	0	0	20443.2	703
197	203	0	0	0	0	32866.3	704
191	212	0	0	0	0	30724.7	705
186	204	0	0	0	0	27400.2	706
213	212	0	0	0	0	30320.7	707
197	207	0	0	0	0	24512.2	708
194	210	0	0	0	0	28995.4	709
200	208	0	0	0	0	34363.5	710
189	205	0	0	0	0	31373.5	711
193	200	0	0	0	0	31077.0	712
206	199	0	0	0	0	21220.0	713
211	211	0	0	0	0	32650.2	714
189	189	0	0	0	0	33463.3	715
216	206	0	0	0	0	35776.5	716
213	214	0	0	0	0	25503.4	717
224	198	0	0	0	0	39935.5	718
204	194	0	0	0	0	39598.4	719
198	184	0	0	0	0	27922.3	720
200	199	0	0	0	0	27344.5	721
189	199	0	0	0	0	36445.8	722
211	201	0	0	0	0	25002.3	723
221	192	0	0	0	0	20084.6	724
210	175	0	0	0	0	25575.3	725
218	209	0	0	0	0	36757.9	726
177	209	0	0	0	0	33730.6	727
193	200	0	0	0	0	28321.6	728
216	230	0	0	0	0	24892.0	729
