unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
22	18	0	0	0	0	24326.9	198
14	25	0	0	0	0	22069.9	199
18	12	0	0	0	0	20817.0	200
23	28	0	0	0	0	37325.1	201
17	29	0	0	0	0	38853.2	202
23	20	0	0	0	0	23468.0	203
20	19	0	0	0	0	22482.8	204
15	14	0	0	0	0	33112.7	205
20	21	0	0	0	0	34377.5	206
24	26	0	0	0	0	28832.9	207
27	20	0	0	0	0	33786.7	208
22	21	0	0	0	0	24415.7	209
19	12	0	0	0	0	28449.3	210
16	28	0	0	0	0	37701.5	211
12	14	0	0	0	0	31135.6	212
19	21	0	0	0	0	38368.0	213
20	7	0	0	0	0	35795.1	214
22	16	0	0	0	0	21464.2	215
20	30	0	0	0	0	33065.1	216
20	23	0	0	0	0	24807.5	217
23	22	0	0	0	0	29017.9	218
21	31	0	0	0	0	21719.5	219
29	24	0	0	0	0	23885.2	220
22	21	0	0	0	0	38693.7	221
21	21	0	0	0	0	22607.2	222
21	19	0	0	0	0	31906.4	223
20	21	0	0	0	0	31128.2	224
24	27	0	0	0	0	28893.3	225
20	23	0	0	0	0	21784.3	226
35	24	0	0	0	0	26095.2	227
20	23	0	0	0	0	38627.2	228
22	21	0	0	0	0	38756.7	229
19	30	0	0	0	0	33947.8	230
24	16	0	0	0	0	26838.4	231
24	22	0	0	0	0	38252.1	232
26	22	0	0	0	0	30304.3	233
13	20	0	0	0	0	37569.2	234
21	18	0	0	0	0	23561.2	235
25	27	0	0	0	0	21683.7	236
22	34	0	0	0	0	39174.6	237
17	16	0	0	0	0	38550.8	238
25	24	0	0	0	0	37085.6	239
23	14	0	0	0	0	28518.9	240
19	20	0	0	0	0	32369.7	241
27	24	0	0	0	0	27759.0	242
24	17	0	0	0	0	29117.3	243
33	21	0	0	0	0	36327.2	244
24	30	0	0	0	0	32106.6	245
22	37	0	0	0	0	33233.8	246
22	20	0	0	0	0	24301.2	247
20	29	0	0	0	0	35585.1	248
20	25	0	0	0	0	35434.9	249
26	24	0	0	0	0	32513.0	250
23	15	0	0	0	0	22705.7	251
21	24	0	0	0	0	25123.3	252
17	25	0	0	0	0	31536.5	253
19	27	0	0	0	0	21521.2	254
25	22	0	0	0	0	34933.8	255
24	23	0	0	0	0	26100.2	256
28	32	0	0	0	0	38426.5	257
17	30	0	0	0	0	38908.1	258
18	14	0	0	0	0	21994.9	259
25	21	0	0	0	0	38108.2	260
24	23	0	0	0	0	24151.3	261
23	28	0	0	0	0	33293.9	262
25	20	0	0	0	0	21924.4	263
23	24	0	0	0	0	35927.3	264
16	35	0	0	0	0	28063.1	265
23	22	0	0	0	0	26836.9	266
15	20	0	0	0	0	36973.9	267
23	27	0	0	0	0	32096.9	268
23	21	0	0	0	0	24262.9	269
24	17	0	0	0	0	23685.2	270
27	26	0	0	0	0	21919.8	271
22	22	0	0	0	0	31781.0	272
24	33	0	0	0	0	24165.0	273
21	28	0	0	0	0	24018.3	274
23	23	0	0	0	0	36496.0	275
38	38	0	0	0	0	29883.6	276
39	26	0	0	0	0	37949.5	277
23	24	0	0	0	0	29909.6	278
23	32	0	0	0	0	36825.7	279
33	29	0	0	0	0	26532.3	280
26	25	0	0	0	0	32885.1	281
26	29	0	0	0	0	22045.2	282
23	27	0	0	0	0	22710.1	283
31	28	0	0	0	0	25424.3	284
24	21	0	0	0	0	24301.4	285
33	26	0	0	0	0	37723.9	286
31	21	0	0	0	0	39040.3	287
29	27	0	0	0	0	31127.9	288
28	21	0	0	0	0	25442.3	289
34	26	0	0	0	0	39510.9	290
28	29	0	0	0	0	36763.0	291
26	29	0	0	0	0	32757.8	292
29	25	0	0	0	0	23847.8	293
30	32	0	0	0	0	29602.2	294
26	30	0	0	0	0	25243.8	295
32	26	0	0	0	0	21271.8	296
26	23	0	0	0	0	21878.0	297
32	19	0	0	0	0	35663.4	298
32	32	0	0	0	0	30903.0	299
29	27	0	0	0	0	30100.6	300
22	19	0	0	0	0	35459.2	301
36	31	0	0	0	0	26887.1	302
24	23	0	0	0	0	30122.9	303
25	31	0	0	0	0	26194.6	304
25	31	0	0	0	0	39602.0	305
23	42	0	0	0	0	27259.0	306
25	30	0	0	0	0	31201.1	307
30	24	0	0	0	0	26153.3	308
34	25	0	0	0	0	35613.1	309
26	30	0	0	0	0	34204.0	310
33	26	0	0	0	0	23168.1	311
25	29	0	0	0	0	38475.2	312
29	29	0	0	0	0	22479.5	313
20	27	0	0	0	0	25349.8	314
24	27	0	0	0	0	34689.7	315
33	24	0	0	0	0	39403.9	316
21	32	0	0	0	0	34518.8	317
38	23	0	0	0	0	23012.6	318
45	33	0	0	0	0	27113.9	319
19	33	0	0	0	0	29420.0	320
44	31	0	0	0	0	32820.4	321
36	31	0	0	0	0	23924.8	322
23	24	0	0	0	0	35242.4	323
30	22	0	0	0	0	39511.6	324
28	38	0	0	0	0	20329.3	325
34	33	0	0	0	0	21665.5	326
31	29	0	0	0	0	34107.2	327
35	27	0	0	0	0	38219.3	328
28	43	0	0	0	0	39401.2	329
21	29	0	0	0	0	35478.4	330
33	33	0	0	0	0	25647.4	331
27	31	0	0	0	0	21930.2	332
30	27	0	0	0	0	24066.4	333
25	32	0	0	0	0	35019.1	334
31	25	0	0	0	0	30932.6	335
26	30	0	0	0	0	31171.9	336
30	29	0	0	0	0	38249.4	337
31	28	0	0	0	0	20396.3	338
36	28	0	0	0	0	22430.2	339
24	27	0	0	0	0	30626.6	340
40	29	0	0	0	0	20161.7	341
29	38	0	0	0	0	29172.8	342
39	36	0	0	0	0	38616.7	343
34	38	0	0	0	0	30920.8	344
24	41	0	0	0	0	35826.6	345
19	24	0	0	0	0	25510.8	346
39	32	0	0	0	0	36837.9	347
29	24	0	0	0	0	33774.6	348
27	24	0	0	0	0	39336.3	349
28	37	0	0	0	0	37845.7	350
24	36	0	0	0	0	20148.8	351
34	30	0	0	0	0	20343.1	352
21	37	0	0	0	0	29742.6	353
32	24	0	0	0	0	28647.1	354
33	35	0	0	0	0	22621.1	355
39	39	0	0	0	0	29798.6	356
31	29	0	0	0	0	38379.0	357
27	38	0	0	0	0	29269.2	358
29	26	0	0	0	0	22050.8	359
31	24	0	0	0	0	28275.6	360
29	31	0	0	0	0	27322.8	361
36	33	0	0	0	0	30336.4	362
34	31	0	0	0	0	36933.0	363
34	36	0	0	0	0	28402.4	364
44	32	0	0	0	0	37890.3	365
29	32	0	0	0	0	34994.7	366
32	34	0	0	0	0	24262.7	367
51	38	0	0	0	0	29219.8	368
41	39	0	0	0	0	27717.7	369
33	32	0	0	0	0	24993.2	370
43	38	0	0	0	0	24098.7	371
39	31	0	0	0	0	28123.6	372
37	34	0	0	0	0	34229.1	373
31	41	0	0	0	0	35779.6	374
31	32	0	0	0	0	33970.2	375
31	30	0	0	0	0	31828.7	376
24	45	0	0	0	0	22400.6	377
40	31	0	0	0	0	20637.7	378
35	36	0	0	0	0	37438.4	379
36	24	0	0	0	0	25525.7	380
32	42	0	0	0	0	37238.9	381
32	38	0	0	0	0	32596.5	382
45	50	0	0	0	0	35652.1	383
36	50	0	0	0	0	22378.4	384
49	44	0	0	0	0	22507.8	385
37	40	0	0	0	0	33939.2	386
34	43	0	0	0	0	30469.9	387
29	34	0	0	0	0	28805.8	388
38	33	0	0	0	0	24236.1	389
47	32	0	0	0	0	36924.2	390
44	40	0	0	0	0	35880.6	391
48	33	0	0	0	0	23707.6	392
29	27	0	0	0	0	22052.7	393
31	38	0	0	0	0	33556.6	394
34	44	0	0	0	0	26563.7	395
46	37	0	0	0	0	29569.5	396
43	36	0	0	0	0	33353.6	397
33	36	0	0	0	0	25390.9	398
37	43	0	0	0	0	37434.0	399
47	32	0	0	0	0	24180.8	400
27	38	0	0	0	0	36722.6	401
42	31	0	0	0	0	20122.1	402
32	33	0	0	0	0	21266.8	403
41	37	0	0	0	0	32901.7	404
38	38	0	0	0	0	29223.0	405
47	30	0	0	0	0	28004.2	406
31	40	0	0	0	0	35668.9	407
33	39	0	0	0	0	37331.2	408
29	29	0	0	0	0	38368.8	409
35	32	0	0	0	0	21684.1	410
46	31	0	0	0	0	32665.8	411
30	42	0	0	0	0	38494.3	412
37	47	0	0	0	0	28202.3	413
44	41	0	0	0	0	32232.1	414
47	39	0	0	0	0	23954.7	415
41	31	0	0	0	0	25744.8	416
41	38	0	0	0	0	21620.1	417
46	34	0	0	0	0	38006.4	418
32	29	0	0	0	0	29118.1	419
41	33	0	0	0	0	27837.8	420
32	55	0	0	0	0	34622.7	421
35	35	0	0	0	0	26491.9	422
36	31	0	0	0	0	27529.0	423
39	33	0	0	0	0	29344.7	424
32	42	0	0	0	0	38091.1	425
24	41	0	0	0	0	38626.5	426
52	35	0	0	0	0	26111.9	427
36	38	0	0	0	0	20233.2	428
40	51	0	0	0	0	39347.8	429
45	39	0	0	0	0	36893.8	430
31	41	0	0	0	0	36189.0	431
36	44	0	0	0	0	35561.4	432
36	33	0	0	0	0	35195.0	433
32	48	0	0	0	0	31699.6	434
36	33	0	0	0	0	28243.0	435
44	42	0	0	0	0	39118.0	436
50	47	0	0	0	0	29959.0	437
49	26	0	0	0	0	38554.5	438
44	41	0	0	0	0	38133.7	439
44	52	0	0	0	0	37348.1	440
45	42	0	0	0	0	36376.2	441
47	42	0	0	0	0	25594.3	442
50	39	0	0	0	0	34269.6	443
38	42	0	0	0	0	29306.9	444
49	35	0	0	0	0	30873.9	445
46	52	0	0	0	0	27645.7	446
44	35	0	0	0	0	30689.5	447
52	46	0	0	0	0	22465.2	448
47	42	0	0	0	0	29735.0	449
41	33	0	0	0	0	36383.2	450
39	34	0	0	0	0	33002.3	451
41	49	0	0	0	0	26399.9	452
48	35	0	0	0	0	34043.3	453
45	39	0	0	0	0	33077.0	454
40	33	0	0	0	0	26047.9	455
57	45	0	0	0	0	30391.5	456
43	41	0	0	0	0	39105.1	457
46	49	0	0	0	0	36466.8	458
38	43	0	0	0	0	28508.8	459
42	46	0	0	0	0	33538.7	460
38	36	0	0	0	0	21272.2	461
55	45	0	0	0	0	25203.7	462
43	39	0	0	0	0	33960.0	463
38	31	0	0	0	0	26211.0	464
40	51	0	0	0	0	37749.1	465
46	51	0	0	0	0	27986.5	466
44	52	0	0	0	0	20473.5	467
49	44	0	0	0	0	39928.4	468
30	46	0	0	0	0	39110.0	469
41	38	0	0	0	0	25600.3	470
40	52	0	0	0	0	23440.3	471
43	34	0	0	0	0	39821.1	472
46	42	0	0	0	0	27662.2	473
39	50	0	0	0	0	23993.8	474
42	37	0	0	0	0	32887.4	475
48	53	0	0	0	0	36761.7	476
52	54	0	0	0	0	23169.0	477
49	52	0	0	0	0	22845.0	478
39	40	0	0	0	0	29471.3	479
43	40	0	0	0	0	20682.5	480
41	42	0	0	0	0	31385.9	481
37	55	0	0	0	0	31850.2	482
51	47	0	0	0	0	29747.0	483
60	43	0	0	0	0	36693.3	484
49	48	0	0	0	0	21299.1	485
60	51	0	0	0	0	37681.4	486
48	46	0	0	0	0	20391.0	487
47	54	0	0	0	0	36636.7	488
53	56	0	0	0	0	32359.4	489
50	44	0	0	0	0	31285.3	490
55	67	0	0	0	0	35403.4	491
45	50	0	0	0	0	27548.7	492
66	45	0	0	0	0	35917.8	493
52	44	0	0	0	0	33557.8	494
41	58	0	0	0	0	32965.2	495
58	40	0	0	0	0	22740.8	496
52	50	0	0	0	0	23693.8	497
34	55	0	0	0	0	23813.2	498
53	40	0	0	0	0	24456.5	499
50	60	0	0	0	0	36803.1	500
50	49	0	0	0	0	34606.5	501
49	47	0	0	0	0	33588.7	502
44	60	0	0	0	0	37720.0	503
54	44	0	0	0	0	37111.1	504
37	50	0	0	0	0	39807.7	505
54	66	0	0	0	0	27361.0	506
42	49	0	0	0	0	27462.8	507
53	43	0	0	0	0	25731.2	508
46	61	0	0	0	0	20241.9	509
47	39	0	0	0	0	36200.3	510
48	46	0	0	0	0	39518.7	511
49	40	0	0	0	0	27289.5	512
59	64	0	0	0	0	33541.8	513
46	66	0	0	0	0	22757.7	514
46	51	0	0	0	0	30817.3	515
63	58	0	0	0	0	21224.8	516
49	45	0	0	0	0	28367.0	517
41	61	0	0	0	0	23971.4	518
54	55	0	0	0	0	24959.0	519
43	47	0	0	0	0	32736.8	520
62	52	0	0	0	0	31977.5	521
51	61	0	0	0	0	23478.1	522
48	54	0	0	0	0	37936.2	523
59	51	0	0	0	0	32000.6	524
73	48	0	0	0	0	29221.0	525
48	68	0	0	0	0	31610.3	526
57	46	0	0	0	0	25114.8	527
58	53	0	0	0	0	23421.8	528
70	48	0	0	0	0	20940.9	529
54	45	0	0	0	0	39835.7	530
49	53	0	0	0	0	31504.3	531
55	53	0	0	0	0	31508.5	532
56	70	0	0	0	0	26004.5	533
52	55	0	0	0	0	20759.7	534
44	54	0	0	0	0	21282.4	535
51	56	0	0	0	0	26616.9	536
50	53	0	0	0	0	31488.7	537
63	44	0	0	0	0	25842.2	538
61	46	0	0	0	0	31083.3	539
55	66	0	0	0	0	24363.2	540
47	52	0	0	0	0	37165.4	541
52	48	0	0	0	0	28144.4	542
50	56	0	0	0	0	39878.3	543
70	53	0	0	0	0	26376.2	544
74	48	0	0	0	0	25700.8	545
62	75	0	0	0	0	23567.1	546
62	73	0	0	0	0	27737.5	547
54	61	0	0	0	0	33642.7	548
74	50	0	0	0	0	26724.9	549
57	48	0	0	0	0	39011.8	550
66	53	0	0	0	0	22547.5	551
80	69	0	0	0	0	38247.1	552
53	62	0	0	0	0	25190.9	553
61	75	0	0	0	0	26912.3	554
58	68	0	0	0	0	33120.9	555
58	61	0	0	0	0	37955.9	556
74	63	0	0	0	0	33411.6	557
63	68	0	0	0	0	20079.9	558
49	62	0	0	0	0	23146.5	559
60	48	0	0	0	0	32189.3	560
68	56	0	0	0	0	22570.4	561
61	77	0	0	0	0	32256.6	562
57	67	0	0	0	0	24776.2	563
64	68	0	0	0	0	34448.6	564
70	46	0	0	0	0	32312.6	565
52	62	0	0	0	0	25234.8	566
67	55	0	0	0	0	34109.2	567
60	62	0	0	0	0	36056.3	568
66	53	0	0	0	0	28557.1	569
57	70	0	0	0	0	20925.8	570
54	56	0	0	0	0	26445.5	571
65	65	0	0	0	0	21873.6	572
62	51	0	0	0	0	25774.2	573
69	58	0	0	0	0	34772.6	574
63	47	0	0	0	0	32817.3	575
69	57	0	0	0	0	30129.9	576
53	63	0	0	0	0	35282.4	577
77	48	0	0	0	0	21718.0	578
55	55	0	0	0	0	28294.1	579
78	58	0	0	0	0	23929.3	580
61	76	0	0	0	0	37238.7	581
55	65	0	0	0	0	39951.2	582
55	63	0	0	0	0	23177.2	583
55	70	0	0	0	0	30138.5	584
58	58	0	0	0	0	35553.4	585
50	56	0	0	0	0	23689.5	586
77	58	0	0	0	0	29164.9	587
69	57	0	0	0	0	30963.9	588
69	70	0	0	0	0	30671.4	589
72	60	0	0	0	0	34853.7	590
73	58	0	0	0	0	34924.1	591
70	70	0	0	0	0	21382.7	592
65	60	0	0	0	0	30183.2	593
66	73	0	0	0	0	24733.6	594
63	62	0	0	0	0	29914.1	595
80	73	0	0	0	0	30698.6	596
55	67	0	0	0	0	35490.0	597
50	58	0	0	0	0	21960.1	598
51	67	0	0	0	0	38347.8	599
73	63	0	0	0	0	32964.4	600
65	67	0	0	0	0	37993.0	601
76	56	0	0	0	0	38581.3	602
57	51	0	0	0	0	36124.2	603
64	69	0	0	0	0	37945.3	604
72	83	0	0	0	0	21320.0	605
59	59	0	0	0	0	26648.0	606
65	78	0	0	0	0	23835.9	607
81	67	0	0	0	0	30947.3	608
71	71	0	0	0	0	20082.7	609
79	60	0	0	0	0	32569.0	610
79	62	0	0	0	0	29340.6	611
79	84	0	0	0	0	26101.0	612
72	75	0	0	0	0	39167.1	613
76	67	0	0	0	0	24942.7	614
78	70	0	0	0	0	33688.5	615
76	64	0	0	0	0	38992.0	616
76	86	0	0	0	0	37764.0	617
58	64	0	0	0	0	27587.2	618
77	67	0	0	0	0	37855.6	619
75	68	0	0	0	0	38253.7	620
77	82	0	0	0	0	34267.0	621
74	67	0	0	0	0	30433.7	622
74	71	0	0	0	0	36682.2	623
84	72	0	0	0	0	38082.9	624
74	79	0	0	0	0	24578.1	625
73	87	0	0	0	0	24774.4	626
78	65	0	0	0	0	32037.5	627
65	75	0	0	0	0	39723.0	628
88	64	0	0	0	0	28060.2	629
96	76	0	0	0	0	39874.1	630
90	84	0	0	0	0	26857.4	631
73	68	0	0	0	0	36413.0	632
77	83	0	0	0	0	29080.9	633
89	75	0	0	0	0	21900.1	634
58	76	0	0	0	0	34145.9	635
57	82	0	0	0	0	21893.8	636
65	83	0	0	0	0	27283.6	637
80	85	0	0	0	0	33437.8	638
81	63	0	0	0	0	20302.4	639
78	90	0	0	0	0	31275.9	640
81	76	0	0	0	0	23734.3	641
83	64	0	0	0	0	25451.1	642
65	80	0	0	0	0	33529.9	643
84	82	0	0	0	0	27429.3	644
69	71	0	0	0	0	23458.1	645
70	71	0	0	0	0	32558.6	646
81	82	0	0	0	0	36412.6	647
84	101	0	0	0	0	32408.2	648
61	65	0	0	0	0	28281.5	649
76	66	0	0	0	0	30564.7	650
74	77	0	0	0	0	36455.2	651
78	76	0	0	0	0	30512.6	652
88	77	0	0	0	0	30163.6	653
85	78	0	0	0	0	37293.3	654
67	90	0	0	0	0	33445.6	655
83	86	0	0	0	0	25546.1	656
79	77	0	0	0	0	26761.8	657
87	66	0	0	0	0	37258.5	658
87	90	0	0	0	0	32781.4	659
88	84	0	0	0	0	31450.8	660
77	89	0	0	0	0	28549.6	661
86	77	0	0	0	0	29698.6	662
89	72	0	0	0	0	36345.0	663
71	83	0	0	0	0	35826.3	664
79	90	0	0	0	0	25783.1	665
91	77	0	0	0	0	38992.4	666
90	82	0	0	0	0	28782.8	667
81	86	0	0	0	0	30660.3	668
78	76	0	0	0	0	32683.1	669
68	76	0	0	0	0	31893.0	670
84	88	0	0	0	0	26667.5	671
81	78	0	0	0	0	28166.3	672
88	85	0	0	0	0	28506.3	673
82	76	0	0	0	0	38943.5	674
80	100	0	0	0	0	26226.3	675
87	82	0	0	0	0	30491.7	676
81	84	0	0	0	0	26062.2	677
80	80	0	0	0	0	22456.7	678
80	90	0	0	0	0	32544.3	679
92	90	0	0	0	0	31226.3	680
82	77	0	0	0	0	39301.0	681
93	79	0	0	0	0	28203.6	682
92	74	0	0	0	0	28458.6	683
84	77	0	0	0	0	37612.7	684
100	92	0	0	0	0	23600.1	685
91	93	0	0	0	0	26767.7	686
86	78	0	0	0	0	34494.5	687
95	89	0	0	0	0	20138.2	688
83	79	0	0	0	0	35475.3	689
87	77	0	0	0	0	33942.6	690
100	85	0	0	0	0	21323.3	691
89	97	0	0	0	0	24215.4	692
97	74	0	0	0	0	37814.5	693
90	98	0	0	0	0	20904.2	694
95	105	0	0	0	0	29086.6	695
95	86	0	0	0	0	35549.3	696
72	97	0	0	0	0	38091.5	697
105	101	0	0	0	0	28028.3	698
83	92	0	0	0	0	27121.8	699
100	96	0	0	0	0	21247.2	700
85	76	0	0	0	0	22219.6	701
96	95	0	0	0	0	25535.7	702
86	101	0	0	0	0	26325.5	703
86	104	0	0	0	0	32727.7	704
114	106	0	0	0	0	33140.6	705
99	78	0	0	0	0	32917.7	706
93	115	0	0	0	0	38473.4	707
109	100	0	0	0	0	36966.1	708
99	110	0	0	0	0	34122.3	709
76	92	0	0	0	0	34310.9	710
94	107	0	0	0	0	20190.1	711
103	100	0	0	0	0	32647.4	712
113	117	0	0	0	0	39130.4	713
76	106	0	0	0	0	38793.6	714
101	76	0	0	0	0	37127.0	715
111	108	0	0	0	0	34306.1	716
103	106	0	0	0	0	32492.4	717
104	95	0	0	0	0	39426.7	718
77	78	0	0	0	0	21567.4	719
99	88	0	0	0	0	38695.2	720
105	86	0	0	0	0	25497.3	721
74	109	0	0	0	0	33379.2	722
101	106	0	0	0	0	31402.2	723
116	99	0	0	0	0	29399.8	724
93	97	0	0	0	0	37177.8	725
104	109	0	0	0	0	23172.6	726
94	94	0	0	0	0	22499.4	727
98	96	0	0	0	0	28727.0	728
95	88	0	0	0	0	28190.7	729
